timestamp,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,date,time
2023-07-14 23:59:00,30312.22,30313.0,30312.0,30312.01,29.17486,884358.3211974,372,6.99145,211926.285747,2023-07-14,23:59:00
2023-07-13 23:59:00,31465.51,31465.52,31450.0,31454.23,20.71699,651713.4616016,572,2.79188,87813.9674137,2023-07-13,23:59:00
2023-07-12 23:59:00,30391.99,30392.0,30380.0,30380.0,18.17651,552329.9224543,393,6.01178,182662.4292391,2023-07-12,23:59:00
2023-07-11 23:59:00,30622.09,30622.1,30622.09,30622.1,5.51564,168900.4606707,109,3.61831,110800.250651,2023-07-11,23:59:00
2023-07-10 23:59:00,30414.32,30414.33,30411.57,30411.57,9.22808,280648.3727373,273,5.19842,158095.9086549,2023-07-10,23:59:00
2023-07-09 23:59:00,30164.5,30164.5,30160.7,30160.71,8.83216,266408.2095053,193,0.84967,25627.4508379,2023-07-09,23:59:00
2023-07-08 23:59:00,30287.43,30287.44,30284.62,30284.63,7.33802,222243.4268764,211,0.66071,20010.6656993,2023-07-08,23:59:00
2023-07-07 23:59:00,30344.7,30344.71,30344.7,30344.7,5.29543,160688.2361337,241,0.14127,4286.7971817,2023-07-07,23:59:00
2023-07-06 23:59:00,29912.77,29915.0,29892.3,29895.43,62.95263,1882411.0137199,1062,30.09877,899881.456202,2023-07-06,23:59:00
2023-07-05 23:59:00,30512.71,30512.71,30504.8,30504.81,12.38978,378017.1468683,248,2.89363,88282.7112747,2023-07-05,23:59:00
2023-07-04 23:59:00,30766.51,30766.52,30766.51,30766.51,3.5434,109018.0596324,189,0.80984,24915.9585568,2023-07-04,23:59:00
2023-07-03 23:59:00,31154.48,31156.2,31148.9,31156.2,31.43788,979314.8731785,527,16.24779,506133.1633206,2023-07-03,23:59:00
2023-07-02 23:59:00,30617.03,30617.03,30617.02,30617.03,3.38188,103543.1062579,138,1.86603,57132.2964909,2023-07-02,23:59:00
2023-07-01 23:59:00,30585.9,30585.9,30585.89,30585.9,11.31251,346003.289354,310,10.28701,314637.459159,2023-07-01,23:59:00
2023-06-30 23:59:00,30469.49,30478.0,30469.49,30472.0,13.51552,411865.4566885,476,6.81265,207596.4701679,2023-06-30,23:59:00
2023-06-29 23:59:00,30444.01,30447.31,30444.01,30447.31,7.2012,219237.0359394,336,5.2374,159449.6454213,2023-06-29,23:59:00
2023-06-28 23:59:00,30078.99,30078.99,30077.4,30077.41,9.16953,275802.8426803,243,0.58008,17447.4990148,2023-06-28,23:59:00
2023-06-27 23:59:00,30682.0,30692.45,30682.0,30692.44,7.89148,242169.4304172,279,5.64239,173141.1883009,2023-06-27,23:59:00
2023-06-26 23:59:00,30264.99,30267.99,30264.98,30267.99,4.39065,132886.1591481,177,3.87786,117366.3469239,2023-06-26,23:59:00
2023-06-25 23:59:00,30466.32,30466.33,30461.14,30462.66,21.57098,657132.9665564,373,8.01651,244211.4478066,2023-06-25,23:59:00
2023-06-24 23:59:00,30530.01,30530.01,30527.43,30527.43,5.13193,156668.6454705,270,1.14785,35041.4350063,2023-06-24,23:59:00
2023-06-23 23:59:00,30676.45,30691.32,30672.26,30688.5,36.24553,1112048.9737886,759,25.35937,778035.9794044,2023-06-23,23:59:00
2023-06-22 23:59:00,29902.22,29902.23,29884.91,29884.92,25.97322,776493.2636461,507,5.99717,179243.5013836,2023-06-22,23:59:00
2023-06-21 23:59:00,30016.0,30017.63,29977.22,29993.89,71.87471,2156050.5557219,1016,38.1261,1143660.8015686,2023-06-21,23:59:00
2023-06-20 23:59:00,28307.84,28315.39,28297.55,28307.99,54.44265,1540894.0994029,852,21.59006,611103.481995,2023-06-20,23:59:00
2023-06-19 23:59:00,26850.02,26854.11,26841.23,26844.35,62.54176,1679057.960333,633,38.92284,1044931.603258,2023-06-19,23:59:00
2023-06-18 23:59:00,26339.97,26339.98,26339.97,26339.97,2.99098,78782.3281844,166,0.47138,12416.1397724,2023-06-18,23:59:00
2023-06-17 23:59:00,26516.99,26517.0,26516.99,26516.99,3.29787,87449.5880105,145,0.21992,5831.61864,2023-06-17,23:59:00
2023-06-16 23:59:00,26345.0,26345.01,26345.0,26345.0,14.14238,372581.0184421,234,1.73421,45687.7797921,2023-06-16,23:59:00
2023-06-15 23:59:00,25598.48,25598.49,25598.48,25598.49,6.28662,160927.9300645,198,1.37269,35138.7912381,2023-06-15,23:59:00
2023-06-14 23:59:00,25129.55,25129.86,25128.6,25128.6,13.6587,343240.422248,276,3.4512,86727.825527,2023-06-14,23:59:00
2023-06-13 23:59:00,25920.5,25937.66,25920.5,25934.25,17.43651,452161.8291862,581,12.28694,318611.5658893,2023-06-13,23:59:00
2023-06-12 23:59:00,25900.71,25908.17,25900.7,25905.19,9.06812,234909.5709342,370,5.24358,135825.8631097,2023-06-12,23:59:00
2023-06-11 23:59:00,25925.55,25925.55,25925.54,25925.55,2.62378,68022.9312895,140,1.79483,46531.9549065,2023-06-11,23:59:00
2023-06-10 23:59:00,25842.8,25842.8,25840.42,25841.21,8.18727,211570.8680372,276,3.4921,90237.7895873,2023-06-10,23:59:00
2023-06-09 23:59:00,26477.75,26477.81,26477.75,26477.81,2.71885,71989.1277274,194,1.35512,35880.5597164,2023-06-09,23:59:00
2023-06-08 23:59:00,26498.61,26498.62,26498.61,26498.61,1.84121,48789.5114412,103,0.57231,15165.4252122,2023-06-08,23:59:00
2023-06-07 23:59:00,26344.85,26344.86,26339.34,26339.34,13.35328,351750.9793633,341,3.41295,89896.6332844,2023-06-07,23:59:00
2023-06-06 23:59:00,27229.34,27230.08,27223.9,27230.08,13.47465,366867.8001367,393,4.81653,131136.0680867,2023-06-06,23:59:00
2023-06-05 23:59:00,25750.1,25750.11,25711.84,25728.2,47.22893,1215095.9576081,1322,22.41584,576627.4630961,2023-06-05,23:59:00
2023-06-04 23:59:00,27120.0,27127.71,27114.19,27115.21,33.19583,900253.6124497,703,14.17962,384521.8353554,2023-06-04,23:59:00
2023-06-03 23:59:00,27069.23,27069.23,27069.22,27069.22,3.16703,85729.0425233,99,1.07067,28982.2124841,2023-06-03,23:59:00
2023-06-02 23:59:00,27238.38,27244.67,27238.38,27242.59,12.63139,344091.4110458,265,11.36473,309584.3778408,2023-06-02,23:59:00
2023-06-01 23:59:00,26810.93,26817.94,26810.92,26817.93,5.38324,144349.0162091,224,4.12657,110649.4677028,2023-06-01,23:59:00
2023-05-31 23:59:00,27210.05,27215.21,27209.05,27210.35,15.56156,423463.6033601,342,5.50804,149878.6748241,2023-05-31,23:59:00
2023-05-30 23:59:00,27695.8,27695.8,27694.39,27694.4,7.47947,207148.5711058,182,2.91964,80861.5378304,2023-05-30,23:59:00
2023-05-29 23:59:00,27736.72,27736.73,27736.39,27736.4,5.81095,161175.777245,128,1.42304,39470.3519647,2023-05-29,23:59:00
2023-05-28 23:59:00,28078.44,28078.44,28064.51,28065.0,27.2715,765563.9884409,462,9.39211,263653.4347169,2023-05-28,23:59:00
2023-05-27 23:59:00,26853.36,26854.28,26853.36,26854.27,5.60959,150641.0394072,307,2.66713,71623.4377888,2023-05-27,23:59:00
2023-05-26 23:59:00,26708.84,26708.84,26705.92,26705.92,7.12616,190329.8830242,221,1.59643,42637.8686993,2023-05-26,23:59:00
2023-05-25 23:59:00,26473.65,26473.8,26473.64,26473.79,3.40299,90089.9780612,212,1.41264,37397.8775252,2023-05-25,23:59:00
2023-05-24 23:59:00,26330.0,26330.0,26329.0,26329.01,8.05228,212016.1420654,208,1.49264,39301.1745898,2023-05-24,23:59:00
2023-05-23 23:59:00,27219.61,27219.61,27219.6,27219.61,1.4118,38428.6414858,117,1.02058,27779.7895738,2023-05-23,23:59:00
2023-05-22 23:59:00,26845.14,26849.28,26845.14,26849.27,9.41071,252649.2241436,263,7.47632,200714.522655,2023-05-22,23:59:00
2023-05-21 23:59:00,26749.83,26749.84,26747.78,26747.78,10.89368,291394.1799796,243,4.48917,120075.8379303,2023-05-21,23:59:00
2023-05-20 23:59:00,27115.1,27115.1,27102.42,27102.43,22.67745,614742.2578313,335,5.12648,138975.6201282,2023-05-20,23:59:00
2023-05-19 23:59:00,26880.26,26880.27,26880.26,26880.26,1.66985,44886.0146555,161,1.24945,33585.5533515,2023-05-19,23:59:00
2023-05-18 23:59:00,26830.0,26830.01,26821.27,26821.28,4.85368,130212.2421886,289,0.68278,18316.6003276,2023-05-18,23:59:00
2023-05-17 23:59:00,27397.94,27405.62,27397.94,27405.61,9.61003,263321.6871513,375,8.20951,224946.1366252,2023-05-17,23:59:00
2023-05-16 23:59:00,27033.84,27033.85,27033.84,27033.84,3.04909,82428.6190865,151,0.78809,21305.1068465,2023-05-16,23:59:00
2023-05-15 23:59:00,27188.17,27188.18,27158.66,27162.14,20.06727,545343.3524277,488,3.30909,89896.6347392,2023-05-15,23:59:00
2023-05-14 23:59:00,26916.56,26917.62,26916.56,26917.62,3.36305,90522.0364861,125,1.136,30577.2771078,2023-05-14,23:59:00
2023-05-13 23:59:00,26770.32,26775.28,26768.12,26775.28,4.54611,121706.5747131,260,2.88028,77109.6671367,2023-05-13,23:59:00
2023-05-12 23:59:00,26787.95,26795.96,26787.95,26795.01,13.74469,368276.5033925,271,11.44838,306750.1087899,2023-05-12,23:59:00
2023-05-11 23:59:00,26983.27,26983.27,26968.61,26968.62,17.60453,474889.6479556,414,1.72993,46666.7207417,2023-05-11,23:59:00
2023-05-10 23:59:00,27597.59,27598.79,27597.58,27598.75,10.04592,277253.3615032,280,5.28499,145857.7653067,2023-05-10,23:59:00
2023-05-09 23:59:00,27631.52,27631.52,27628.27,27628.27,7.48884,206919.4218963,288,1.41186,39009.9579668,2023-05-09,23:59:00
2023-05-08 23:59:00,27664.93,27668.8,27664.93,27668.79,11.9221,329855.6716252,344,3.80056,105146.7906746,2023-05-08,23:59:00
2023-05-07 23:59:00,28419.57,28434.17,28400.0,28430.1,76.63158,2177333.1894629,1554,38.53089,1094747.9495145,2023-05-07,23:59:00
2023-05-06 23:59:00,28848.88,28848.88,28848.19,28848.2,6.46632,186542.8472967,212,4.46605,128837.8758379,2023-05-06,23:59:00
2023-05-05 23:59:00,29504.53,29505.9,29504.52,29505.61,7.93224,234042.0416648,231,4.84778,143033.0328123,2023-05-05,23:59:00
2023-05-04 23:59:00,28838.17,28838.17,28838.16,28838.16,1.02327,29509.2269002,116,0.2917,8412.094189,2023-05-04,23:59:00
2023-05-03 23:59:00,29001.39,29026.16,29001.38,29026.16,34.75056,1008369.5336648,923,22.66825,657735.0422675,2023-05-03,23:59:00
2023-05-02 23:59:00,28670.6,28670.61,28666.38,28669.86,11.37002,325957.6212077,342,6.26608,179631.4809772,2023-05-02,23:59:00
2023-05-01 23:59:00,28077.68,28077.68,28063.58,28068.26,18.84946,529111.2070646,522,10.73779,301391.2315443,2023-05-01,23:59:00
2023-04-30 23:59:00,29258.94,29264.65,29177.92,29233.21,300.37501,8776121.5062239,4273,76.34333,2230602.490806,2023-04-30,23:59:00
2023-04-29 23:59:00,29230.46,29231.13,29230.45,29230.45,4.73737,138477.4603439,229,1.07059,31293.8689691,2023-04-29,23:59:00
2023-04-28 23:59:00,29316.02,29316.03,29307.38,29311.7,14.9548,438357.8043067,388,5.20254,152486.8434077,2023-04-28,23:59:00
2023-04-27 23:59:00,29476.24,29476.24,29472.77,29472.77,12.64501,372714.5809882,245,3.74948,110515.701817,2023-04-27,23:59:00
2023-04-26 23:59:00,28416.44,28431.5,28415.29,28415.29,77.4324,2201108.1387702,1086,26.84056,762988.4551323,2023-04-26,23:59:00
2023-04-25 23:59:00,28304.87,28304.87,28297.8,28300.79,29.02025,821257.8529234,471,6.12977,173470.1585177,2023-04-25,23:59:00
2023-04-24 23:59:00,27521.84,27521.85,27508.68,27510.93,19.07507,524824.5780922,351,5.4975,151237.1838317,2023-04-24,23:59:00
2023-04-23 23:59:00,27590.59,27590.6,27590.59,27590.6,3.95876,109224.5388525,131,1.47841,40790.218946,2023-04-23,23:59:00
2023-04-22 23:59:00,27812.92,27816.85,27812.91,27816.85,7.97685,221864.1278269,321,6.79743,189060.8971216,2023-04-22,23:59:00
2023-04-21 23:59:00,27275.28,27280.13,27262.83,27262.84,39.82215,1085977.3737259,583,19.64555,535762.0609583,2023-04-21,23:59:00
2023-04-20 23:59:00,28239.56,28243.65,28239.56,28243.65,11.01665,311115.0138387,298,6.53915,184668.7634209,2023-04-20,23:59:00
2023-04-19 23:59:00,28803.71,28824.5,28797.09,28797.1,54.92786,1582538.9328135,1166,17.63698,508166.606975,2023-04-19,23:59:00
2023-04-18 23:59:00,30384.02,30384.03,30380.0,30380.01,14.83851,450815.8931466,407,6.34751,192840.5885023,2023-04-18,23:59:00
2023-04-17 23:59:00,29431.19,29431.2,29430.27,29430.27,7.71586,227082.5412183,307,2.247,66130.0521032,2023-04-17,23:59:00
2023-04-16 23:59:00,30296.83,30307.4,30296.82,30304.65,7.99133,242176.9457754,383,4.79755,145382.3683193,2023-04-16,23:59:00
2023-04-15 23:59:00,30297.54,30297.55,30295.09,30295.09,3.70179,112149.7168788,183,1.17099,35475.8417895,2023-04-15,23:59:00
2023-04-14 23:59:00,30465.28,30469.08,30465.27,30466.93,10.11669,308225.0982934,460,2.81645,85808.4133972,2023-04-14,23:59:00
2023-04-13 23:59:00,30363.44,30380.76,30363.43,30373.84,35.33858,1073313.0755502,479,22.86584,694397.9746242,2023-04-13,23:59:00
2023-04-12 23:59:00,29880.42,29891.53,29880.41,29888.07,20.63917,616817.9280026,356,17.32762,517859.043065,2023-04-12,23:59:00
2023-04-11 23:59:00,30203.82,30203.83,30200.42,30200.42,14.68036,443396.9455161,301,6.24062,188487.9013773,2023-04-11,23:59:00
2023-04-10 23:59:00,29638.47,29644.83,29637.34,29637.34,22.30445,661104.1242117,553,11.78102,349188.7499671,2023-04-10,23:59:00
2023-04-09 23:59:00,28323.76,28323.76,28323.75,28323.76,9.05235,256396.5498412,298,5.15287,145948.6531912,2023-04-09,23:59:00
2023-04-08 23:59:00,27938.38,27938.39,27938.38,27938.38,6.82185,190591.4860668,401,4.84638,135400.0545282,2023-04-08,23:59:00
2023-04-07 23:59:00,27906.34,27906.34,27906.33,27906.33,3.60349,100560.1922564,187,1.11647,31156.5914198,2023-04-07,23:59:00
2023-04-06 23:59:00,28027.8,28033.83,28027.8,28033.82,7.27854,204027.8120953,373,5.94957,166773.2667376,2023-04-06,23:59:00
2023-04-05 23:59:00,28173.99,28173.99,28170.0,28170.01,7.01659,197675.431559,278,1.0814,30467.0598484,2023-04-05,23:59:00
2023-04-04 23:59:00,28164.25,28165.48,28161.74,28165.47,9.60471,270500.2720732,248,7.945,223756.5840388,2023-04-04,23:59:00
2023-04-03 23:59:00,27782.8,27809.3,27782.79,27800.0,46.15129,1283071.7120953,636,22.68424,630630.4035592,2023-04-03,23:59:00
2023-04-02 23:59:00,28196.84,28196.84,28170.75,28171.87,30.81639,868438.4056168,695,10.11543,284981.1506514,2023-04-02,23:59:00
2023-04-01 23:59:00,28450.56,28452.74,28450.55,28452.73,16.12413,458758.3421931,290,10.5736,300831.4561938,2023-04-01,23:59:00
2023-03-31 23:59:00,28471.62,28473.13,28465.36,28465.36,7.09914,202122.2947258,424,2.94788,83930.9107676,2023-03-31,23:59:00
2023-03-30 23:59:00,28031.69,28055.0,28024.02,28028.53,74.66524,2093715.6248331,1271,40.81991,1144582.3501477,2023-03-30,23:59:00
2023-03-29 23:59:00,28349.02,28349.02,28348.6,28348.6,10.00301,283572.3188284,309,1.74534,49477.9958757,2023-03-29,23:59:00
2023-03-28 23:59:00,27257.5,27266.64,27257.5,27261.07,9.38191,255774.9275047,433,3.58525,97737.6455066,2023-03-28,23:59:00
2023-03-27 23:59:00,27131.18,27132.13,27122.38,27124.91,30.34353,823141.9615754,539,18.44594,500377.8179667,2023-03-27,23:59:00
2023-03-26 23:59:00,27968.69,27979.71,27968.05,27968.05,31.69155,886567.6208495,624,13.12176,367060.4415996,2023-03-26,23:59:00
2023-03-25 23:59:00,27468.32,27471.0,27460.65,27462.95,24.33272,668375.9036609,439,14.5568,399870.0828826,2023-03-25,23:59:00
2023-03-24 23:59:00,27460.01,27460.01,27450.89,27454.47,29.4738,809155.8675494,573,15.0688,413683.5214998,2023-03-24,23:59:00
2023-03-23 23:59:00,28300.02,28300.02,28290.67,28295.41,43.7216,1237019.8797703,718,21.71903,614487.5639805,2023-03-23,23:59:00
2023-03-22 23:59:00,27261.79,27261.79,27249.28,27250.97,46.57493,1269337.1222145,679,19.64634,535434.0649741,2023-03-22,23:59:00
2023-03-21 23:59:00,28126.49,28127.73,28100.32,28105.47,86.60011,2434576.379848,4688,42.11575,1184042.5263608,2023-03-21,23:59:00
2023-03-20 23:59:00,27721.0,27730.96,27710.01,27717.01,135.34479,3751788.1258507,5626,66.14365,1833622.8423398,2023-03-20,23:59:00
2023-03-19 23:59:00,27947.22,27974.11,27936.13,27972.87,201.32389,5628059.5554878,5557,108.28823,3027479.227656,2023-03-19,23:59:00
2023-03-18 23:59:00,26902.88,26921.28,26898.0,26907.49,136.59267,3675842.6159512,5043,75.41274,2029522.1288563,2023-03-18,23:59:00
2023-03-17 23:59:00,27391.41,27421.11,27371.12,27395.13,368.29576,10089002.265973,9189,179.11221,4906819.8533631,2023-03-17,23:59:00
2023-03-16 23:59:00,25004.33,25007.99,24990.53,24998.78,105.51096,2637762.7278641,3320,51.75664,1293914.5926164,2023-03-16,23:59:00
2023-03-15 23:59:00,24291.46,24292.0,24267.0,24285.66,132.27361,3211630.375193,5017,66.95789,1625769.3395691,2023-03-15,23:59:00
2023-03-14 23:59:00,24681.81,24699.97,24670.39,24670.41,280.24385,6919032.644215,5873,128.03087,3161202.3688282,2023-03-14,23:59:00
2023-03-13 23:59:00,24105.28,24122.41,24100.11,24113.48,277.76027,6696754.8895634,6797,163.34375,3938364.343967,2023-03-13,23:59:00
2023-03-12 23:59:00,22002.09,22004.83,21971.29,21997.11,460.53719,10125564.2972355,10460,224.43672,4934718.5996443,2023-03-12,23:59:00
2023-03-11 23:59:00,20452.09,20470.11,20450.89,20455.73,284.85651,5828923.7137206,5990,166.05724,3398067.6825826,2023-03-11,23:59:00
2023-03-10 23:59:00,20157.34,20157.76,20145.0,20150.69,184.78001,3723620.3278927,4800,71.00846,1430988.3433568,2023-03-10,23:59:00
2023-03-09 23:59:00,20376.48,20379.58,20354.06,20362.22,320.08555,6518545.7014191,7640,153.58632,3127859.2121742,2023-03-09,23:59:00
2023-03-08 23:59:00,21705.02,21714.0,21700.93,21705.44,113.76116,2469354.003049,4345,57.56414,1249531.6418964,2023-03-08,23:59:00
2023-03-07 23:59:00,22200.93,22202.71,22196.2,22197.96,54.18127,1202786.9441293,3125,27.3705,607618.9295167,2023-03-07,23:59:00
2023-03-06 23:59:00,22412.08,22412.09,22401.57,22410.0,131.46047,2945448.8235418,4528,52.63189,1179308.7969254,2023-03-06,23:59:00
2023-03-05 23:59:00,22427.37,22432.49,22425.9,22430.24,30.32161,680096.3626103,1523,17.21281,386081.5821329,2023-03-05,23:59:00
2023-03-04 23:59:00,22349.61,22349.83,22344.99,22346.57,38.66139,863966.4952908,1885,18.09332,404337.7410853,2023-03-04,23:59:00
2023-03-03 23:59:00,22346.8,22357.49,22344.9,22354.34,88.53625,1979034.3427193,3436,54.82525,1225504.5467284,2023-03-03,23:59:00
2023-03-02 23:59:00,23462.87,23467.76,23458.94,23465.32,53.51934,1255841.2280365,2404,35.0032,821379.2083864,2023-03-02,23:59:00
2023-03-01 23:59:00,23640.96,23644.44,23628.05,23628.97,131.95723,3119112.4403713,4948,55.3306,1307853.6488813,2023-03-01,23:59:00
2023-02-28 23:59:00,23123.22,23142.58,23121.74,23141.57,96.6752,2236255.6165341,4922,60.52394,1400025.6864354,2023-02-28,23:59:00
2023-02-27 23:59:00,23494.98,23496.67,23485.02,23492.09,77.64949,1824113.1877345,3363,31.1343,731395.369293,2023-02-27,23:59:00
2023-02-26 23:59:00,23558.71,23564.0,23552.05,23554.85,111.73042,2632120.1574522,4645,44.39371,1045842.6696029,2023-02-26,23:59:00
2023-02-25 23:59:00,23167.83,23169.64,23155.0,23157.07,75.12744,1740143.9403232,5941,34.12404,790435.4746522,2023-02-25,23:59:00
2023-02-24 23:59:00,23189.81,23193.77,23183.93,23185.29,53.61055,1243131.3484328,6601,21.72161,503708.3509039,2023-02-24,23:59:00
2023-02-23 23:59:00,23932.54,23941.24,23929.77,23940.2,94.27761,2256612.5646463,3929,54.89849,1314068.1043828,2023-02-23,23:59:00
2023-02-22 23:59:00,24190.68,24191.99,24180.73,24182.21,62.73399,1517213.7688377,4217,29.25476,707547.6517519,2023-02-22,23:59:00
2023-02-21 23:59:00,24441.06,24459.12,24438.13,24452.16,167.51572,4095616.1501907,6097,94.91058,2320517.9106223,2023-02-21,23:59:00
2023-02-20 23:59:00,24842.31,24848.22,24834.84,24842.2,116.37739,2891191.2588936,4809,71.4677,1775574.8920214,2023-02-20,23:59:00
2023-02-19 23:59:00,24296.91,24305.87,24269.26,24271.76,339.2528,8239733.0227002,8071,158.30578,3845170.2765327,2023-02-19,23:59:00
2023-02-18 23:59:00,24634.2,24634.21,24630.0,24631.95,49.55433,1220583.192342,1937,17.42603,429233.9388348,2023-02-18,23:59:00
2023-02-17 23:59:00,24562.06,24581.73,24559.34,24569.97,107.26895,2635686.0852979,4526,53.02661,1302985.8403715,2023-02-17,23:59:00
2023-02-16 23:59:00,23578.11,23584.56,23507.08,23517.72,604.85223,14240344.2427293,12217,265.85811,6259152.4962498,2023-02-16,23:59:00
2023-02-15 23:59:00,24334.27,24336.85,24319.22,24324.05,165.19067,4018720.8897041,4965,75.54472,1837887.4342926,2023-02-15,23:59:00
2023-02-14 23:59:00,22200.52,22203.81,22196.51,22199.84,140.93454,3128864.3240341,2433,90.09394,2000193.1931534,2023-02-14,23:59:00
2023-02-13 23:59:00,21769.38,21777.39,21766.83,21773.97,185.318,4034849.3240469,5050,85.80208,1868227.0031965,2023-02-13,23:59:00
2023-02-12 23:59:00,21783.59,21787.57,21778.15,21783.54,115.62955,2518732.6454647,2872,51.55844,1123175.6889525,2023-02-12,23:59:00
2023-02-11 23:59:00,21856.88,21864.5,21856.68,21862.55,97.84151,2138972.4833331,1931,64.69654,1414395.8416289,2023-02-11,23:59:00
2023-02-10 23:59:00,21635.23,21636.89,21624.31,21625.19,73.76074,1595598.9659105,1894,25.12714,543579.0293472,2023-02-10,23:59:00
2023-02-09 23:59:00,21792.27,21800.0,21785.38,21796.35,173.34744,3778036.1596165,3921,117.15858,2553524.3834452,2023-02-09,23:59:00
2023-02-08 23:59:00,22951.37,22970.61,22950.0,22963.0,188.09516,4319151.5879829,5004,109.24736,2508547.3702949,2023-02-08,23:59:00
2023-02-07 23:59:00,23247.8,23254.4,23239.5,23240.46,117.89267,2740848.822999,4215,50.1405,1165752.9009846,2023-02-07,23:59:00
2023-02-06 23:59:00,22755.83,22764.2,22751.76,22762.52,102.71171,2337564.9444169,3198,61.58839,1401696.6930113,2023-02-06,23:59:00
2023-02-05 23:59:00,22931.74,22937.84,22926.81,22932.91,96.19266,2205870.4238873,3242,46.67854,1070469.3148103,2023-02-05,23:59:00
2023-02-04 23:59:00,23323.77,23330.81,23321.91,23326.84,81.37232,1898092.7194447,2870,42.57158,993043.0247931,2023-02-04,23:59:00
2023-02-03 23:59:00,23433.21,23435.16,23428.64,23431.9,53.79385,1260485.7120925,2084,27.91725,654154.1778475,2023-02-03,23:59:00
2023-02-02 23:59:00,23450.83,23503.87,23423.75,23488.94,747.31303,17535835.3617228,12966,434.35888,10194119.5024916,2023-02-02,23:59:00
2023-02-01 23:59:00,23715.63,23733.1,23710.86,23732.66,137.08229,3251743.1700865,4520,75.053,1780439.2229242,2023-02-01,23:59:00
2023-01-31 23:59:00,23130.29,23133.87,23123.23,23125.13,134.69127,3115116.7062598,2858,52.99902,1225817.2018005,2023-01-31,23:59:00
2023-01-30 23:59:00,22833.04,22835.39,22822.1,22826.15,117.69423,2686725.5022944,3530,37.89127,865007.3432894,2023-01-30,23:59:00
2023-01-29 23:59:00,23754.0,23756.03,23738.08,23742.3,86.23382,2047901.1544384,3123,32.04845,761157.4644174,2023-01-29,23:59:00
2023-01-28 23:59:00,23029.61,23030.0,23021.37,23022.6,91.83934,2114608.4692601,2705,30.33605,698519.5848988,2023-01-28,23:59:00
2023-01-27 23:59:00,23070.68,23075.61,23068.93,23074.16,69.61654,1606259.3514991,2028,41.45699,956538.6020736,2023-01-27,23:59:00
2023-01-26 23:59:00,23015.86,23021.51,23001.74,23009.65,153.9272,3541939.323153,3699,49.3446,1135506.9763031,2023-01-26,23:59:00
2023-01-25 23:59:00,23077.11,23082.68,23031.32,23060.94,551.32077,12708751.970908,11110,253.60517,5846082.2855916,2023-01-25,23:59:00
2023-01-24 23:59:00,22634.36,22639.04,22627.5,22632.89,118.10322,2672987.6122906,3021,63.72489,1442315.4783646,2023-01-24,23:59:00
